case,kind,payoff,strikeBps,replications,ordinaryMean,pairedMean,ordinaryVariance,pairedVariance,varianceRatio,varianceRatioCI95,ordinaryGas,pairedGas,varianceTimesGasGain,ordinaryReportedSeRms,pairedReportedSeRms,ordinarySpreadOverReported,pairedSpreadOverReported,pairedMinusOrdinaryMean,differenceSe,meanDifferenceZ,ordinaryZeroSeCount,pairedZeroSeCount,sourceSha256
PERSISTENT,stress,call,10000,256,0.2969908184421014,0.2978666065531515,0.0032711219515835677,0.0021115081768519855,1.549187442153519,"[1.2147424026742704, 2.0312748498620925]",36528607,25100057,2.254562977437108,0.05409939285868893,0.04867743080905659,1.0571971326551826,0.9439929169063875,0.0008757881110501083,0.0033952094718261833,0.25794818208346,0,0,9cdd8bfe6b832797cd6ca5d840ffebed8bbd12c09f17e79455b0140be0f14375
PERSISTENT,stress,call,10200,256,0.023773405532252215,0.02455825502350245,0.0007831679154244146,0.0008080283406053422,0.9692332261981019,"[0.6885290031266568, 1.3024741263346031]",36528607,25100057,1.410544191637994,0.026854932790743854,0.028742737445418793,1.0420855498072343,0.9889746711224137,0.0007848494912502395,0.001676949102659903,0.4680222494560781,17,24,9cdd8bfe6b832797cd6ca5d840ffebed8bbd12c09f17e79455b0140be0f14375
PERSISTENT,stress,put,9800,256,0.026222173121395347,0.024404838257646805,0.0013851517726074134,0.0008574578047619887,1.61541683440843,"[0.6114139083328941, 3.6696343780681473]",36528607,25100057,2.3509479155879855,0.03740832129608213,0.03049791502544053,0.9949023609311187,0.9601436827602077,-0.0018173348637485391,0.0026096138313269554,-0.6963999201462109,22,24,9cdd8bfe6b832797cd6ca5d840ffebed8bbd12c09f17e79455b0140be0f14375
PERSISTENT,stress,put,10000,256,0.302568710353739,0.2994504134800009,0.003893763513981983,0.0021404832445981277,1.8191048791475268,"[1.1408082705138953, 2.9464158152882076]",36528607,25100057,2.6473791363168018,0.06058678891714751,0.04988833857989827,1.0299279640357348,0.9273781843309973,-0.003118296873738073,0.004078325369296035,-0.7646022794587196,0,0,9cdd8bfe6b832797cd6ca5d840ffebed8bbd12c09f17e79455b0140be0f14375
PERSISTENT,stress,put,10200,256,2.0293512974438896,2.0261420619503516,0.0072365809030072465,0.0009089623224298182,7.961365091198254,"[4.553747398695358, 14.841197790907591]",36528607,25100057,11.586331321873102,0.08077730972428586,0.03143836796110711,1.0531187034159246,0.9589875037764688,-0.0032092354935379184,0.005587077195483291,-0.5744032848037844,0,0,9cdd8bfe6b832797cd6ca5d840ffebed8bbd12c09f17e79455b0140be0f14375
HIGH_VOL,stress,call,9800,256,5.02103283250702,5.008338761820671,0.4511194494780087,0.23015821012055812,1.9600406574317286,"[1.5088341365962867, 2.580620191449675]",40744533,29319098,2.7238539619489237,0.6550762498641299,0.4821576951759356,1.025306998216821,0.9950024115111068,-0.01269407068634875,0.04265502876601918,-0.2975984556470722,0,0,de897bd715a9ecd3e4f6dfb3d7c82e485c1897f76d91e522ac60841c0d493378
HIGH_VOL,stress,call,10000,256,3.9864578397935473,3.970915423093465,0.37512361010829987,0.23398132779713166,1.6032202810368805,"[1.2428564648861602, 2.084469092549052]",40744533,29319098,2.2279833317851887,0.6014102373633345,0.4865326577484461,1.0183952925311743,0.9942110910642902,-0.01554241670008202,0.03895799870932873,-0.3989531601981468,0,0,de897bd715a9ecd3e4f6dfb3d7c82e485c1897f76d91e522ac60841c0d493378
HIGH_VOL,stress,call,10200,256,3.121066813548531,3.1053529922112815,0.3059074288768369,0.21935354489867212,1.3945862102121367,"[1.0797925409869922, 1.8154926612499047]",40744533,29319098,1.938046111218474,0.5469698490305619,0.47147055678510086,1.0111873427542342,0.9933853531421224,-0.01571382133724984,0.03514618500234422,-0.4470989194474945,0,0,de897bd715a9ecd3e4f6dfb3d7c82e485c1897f76d91e522ac60841c0d493378
HIGH_VOL,stress,put,9800,256,3.0603655156014895,3.020177500677354,0.23016821463269593,0.12837034810203013,1.793001405976992,"[1.4436682131672156, 2.2501309557342233]",40744533,29319098,2.491720753308166,0.45269433139718857,0.35945239992203354,1.0597846336490693,0.9967608502354893,-0.04018801492413511,0.02869205092000149,-1.4006672104474651,0,0,de897bd715a9ecd3e4f6dfb3d7c82e485c1897f76d91e522ac60841c0d493378
HIGH_VOL,stress,put,10000,256,4.025790522888016,3.982754161950148,0.29817358909973374,0.1324354070941403,2.2514642846816653,"[1.8009086584957072, 2.8484669893822288]",40744533,29319098,3.1288432149424756,0.5115449429669955,0.3648289682873304,1.067457986305205,0.9974996233900422,-0.0430363609378684,0.03283790618509394,-1.3105695806331228,0,0,de897bd715a9ecd3e4f6dfb3d7c82e485c1897f76d91e522ac60841c0d493378
HIGH_VOL,stress,put,10200,256,5.1603994966430005,5.117191731067964,0.369984068801668,0.12003074197514703,3.0824109116835676,"[2.4509411966920482, 3.9352287450216488]",40744533,29319098,4.283603578481548,0.5685715959216591,0.3482646341131104,1.0698092586536883,0.9948025063573633,-0.04320776557503621,0.03687166150626379,-1.171842108815629,0,0,de897bd715a9ecd3e4f6dfb3d7c82e485c1897f76d91e522ac60841c0d493378
ZERO_START,stress,call,9800,256,2.513111220725171,2.514228258301601,0.057192765085326024,0.014000516835630085,4.08504669911724,"[3.1591915218557403, 5.256743855393027]",39677307,27711607,5.848944523145532,0.23198008705378811,0.11680279978024827,1.0309078338232258,1.0130217759643427,0.001117037576430292,0.015461914725810955,0.07224445330600573,0,0,37696bca1df810013a4a7121b0c0c7620378f4fe02590c4415675b9e5ae7a2d1
ZERO_START,stress,call,10000,256,1.2801539461446136,1.2772843162116998,0.032279676959070816,0.0208157222333895,1.550735381513332,"[1.209590489854579, 1.9653767356418872]",39677307,27711607,2.220333299619419,0.18003808326668228,0.13941000487952768,0.9979303000085172,1.0349081321971396,-0.0028696299329139738,0.011849079294386888,-0.24218168024863895,0,0,37696bca1df810013a4a7121b0c0c7620378f4fe02590c4415675b9e5ae7a2d1
ZERO_START,stress,call,10200,256,0.5478393914180223,0.5439372019043651,0.015873500407692257,0.01338083800421317,1.1862859712294724,"[0.9347398081590169, 1.4973047231303978]",39677307,27711607,1.6985168947533409,0.12469688867003577,0.11452245628853823,1.0103706831518229,1.0100689065763102,-0.0039021895136571493,0.008340286047701661,-0.46787238367351663,0,0,37696bca1df810013a4a7121b0c0c7620378f4fe02590c4415675b9e5ae7a2d1
ZERO_START,stress,put,9800,256,0.5319779826531564,0.5155249248583811,0.015904340233670138,0.010805444939807111,1.4718820300567879,"[1.1914674347486978, 1.8367599456595765]",39677307,27711607,2.107431560152625,0.11533743731623038,0.10209027830778242,1.0934213039178107,1.0182090190660937,-0.016453057794775405,0.007545934463494355,-2.1803870513813552,0,0,37696bca1df810013a4a7121b0c0c7620378f4fe02590c4415675b9e5ae7a2d1
ZERO_START,stress,put,10000,256,1.2990207080725995,1.2785809827684798,0.037052608442789715,0.01714788746595083,2.160768113061278,"[1.756940130231821, 2.6719728945945804]",39677307,27711607,3.0937743804515936,0.1720436698609075,0.12551029128336136,1.1188469842167328,1.0433402811612331,-0.020439725304119694,0.011410518926031432,-1.7913054994799094,0,0,37696bca1df810013a4a7121b0c0c7620378f4fe02590c4415675b9e5ae7a2d1
ZERO_START,stress,put,10200,256,2.566706153346008,2.545233868461145,0.05889320333122279,0.010268967758985944,5.735065559991442,"[4.60076557364952, 7.196828191156187]",39677307,27711607,8.211431292631545,0.22464405555868647,0.09984901676148229,1.080283288110212,1.0148914704550802,-0.021472284884862844,0.014818854236803486,-1.4489841482842294,0,0,37696bca1df810013a4a7121b0c0c7620378f4fe02590c4415675b9e5ae7a2d1
